handle,text,is_retweet,original_author,time,in_reply_to_screen_name,in_reply_to_status_id,is_quote_status,retweet_count,favorite_count,cleaned_text,x,y,theme
realDonaldTrump,Carly Fiorina no lifeboat for a fast-sinking @tedcruz campaign https://t.co/nHhENzFBck via @bostonherald @realdonaldtrump @danscavino #Trump,True,AdrianaCohen16,2016-04-29 00:32:22,,,False,2205,5611,Carly Fiorina no lifeboat for a fast-sinking @tedcruz campaign  via @bostonherald @realdonaldtrump @danscavino #Trump,10.767699,1.7903942,Opposition
HillaryClinton,Hate isn't an American value. https://t.co/lZJ8T0Xu3M,False,,2016-04-29 00:14:03,,,False,1937,4773,Hate isn't an American value. ,8.187285,-1.5033714,Endorsement
HillaryClinton,Fact: Donald Trump said women should be punished for seeking an abortion. https://t.co/DhqWE2LNEF,False,,2016-04-28 22:31:51,,,False,829,1409,Fact: Donald Trump said women should be punished for seeking an abortion. ,12.515955,4.4686403,Engagement
HillaryClinton,"Couldn't agree more, @PattyMurray. It's time for Republicans to address this threat: https://t.co/KjmWMDOgDl -H https://t.co/NTkJrVvMql",False,,2016-04-28 21:50:12,,,True,567,1154,"Couldn't agree more, @PattyMurray. It's time for Republicans to address this threat:  -H ",0.9896912,4.6119175,Endorsement
realDonaldTrump,"Thank you Evansville, Indiana! 
#MakeAmericaGreatAgain https://t.co/Fn8ClNjUtr",False,,2016-04-28 21:18:26,,,False,4485,12848,"Thank you Evansville, Indiana! 
#MakeAmericaGreatAgain ",3.2106936,2.5366142,Engagement
HillaryClinton,#TBT to 2008 when Hillary helped make emergency contraception available over the counter: https://t.co/w1mvZrP1b8,False,,2016-04-28 21:00:49,,,False,956,2841,#TBT to 2008 when Hillary helped make emergency contraception available over the counter: ,6.159108,-3.6873164,Endorsement
HillaryClinton,".@jimmyfallon: Does Donald Trump intimidate you?

Hillary: No. #TBT
https://t.co/mzRhO8uxmQ",False,,2016-04-28 19:11:32,,,False,2015,4443,".@jimmyfallon: Does Donald Trump intimidate you?

Hillary: No. #TBT
",1.0185202,4.5818033,Endorsement
HillaryClinton,"Candidate Trump opposes equal pay, paid leave, and Planned Parenthood.

President Trump? Same.
https://t.co/H85Ud5jyOe",False,,2016-04-28 17:46:30,,,False,2087,3281,"Candidate Trump opposes equal pay, paid leave, and Planned Parenthood.

President Trump? Same.
",12.441459,-0.63166076,Engagement
HillaryClinton,Capt. Kristen Griest is about to become the Army's first female infantry officer. Well done. https://t.co/mGDDZ9bTfI -H,False,,2016-04-28 17:12:59,,,False,1073,2936,Capt. Kristen Griest is about to become the Army's first female infantry officer. Well done.  -H,13.845517,-0.18080913,Engagement
realDonaldTrump,"Heading to rally with Bobby now! See you soon!
https://t.co/dWSSOEctZn",False,,2016-04-28 16:23:09,,,False,4673,14112,"Heading to rally with Bobby now! See you soon!
",9.171213,-4.4518113,Appreciation
realDonaldTrump,So many false and phony T.V. commercials being broadcast in Indiana. Reminds me of Florida where thousands were put up-I won in a landslide!,False,,2016-04-28 13:25:54,,,False,5534,16647,So many false and phony T.V. commercials being broadcast in Indiana. Reminds me of Florida where thousands were put up-I won in a landslide!,13.841341,-0.1623167,Engagement
HillaryClinton,"""Everything I say, I'm going to do, folks."" —@realDonaldTrump
https://t.co/NFyovQpH8v",False,,2016-04-28 12:57:30,,,False,3195,4238,"""Everything I say, I'm going to do, folks."" —@realDonaldTrump
",1.0381984,4.56137,Endorsement
realDonaldTrump,"I will be in Evansville, Indiana, with the great Bobby Knight (who last night endorsed me) at 12:00 this afternoon. See you there!",False,,2016-04-28 12:14:37,,,False,3739,12447,"I will be in Evansville, Indiana, with the great Bobby Knight (who last night endorsed me) at 12:00 this afternoon. See you there!",5.83282,-0.56040424,Security
realDonaldTrump,"Lyin' Ted Cruz, who can never beat Hillary Clinton and has NO path to victory, has chosen a V.P.candidate who failed badly in her own effort",False,,2016-04-28 11:31:48,,,False,5736,18958,"Lyin' Ted Cruz, who can never beat Hillary Clinton and has NO path to victory, has chosen a V.P.candidate who failed badly in her own effort",12.482898,-0.9992024,Engagement
realDonaldTrump,I will be interviewed on the @TODAYshow at 7:00 A.M. this morning. Enjoy!,False,,2016-04-28 10:47:06,,,False,1531,7478,I will be interviewed on the @TODAYshow at 7:00 A.M. this morning. Enjoy!,1.0278466,4.5722723,Endorsement
realDonaldTrump,Thank you to all for the wonderful reviews of my foreign policy speech. I will soon be speaking in great detail on numerous other topics!,False,,2016-04-28 10:41:35,,,False,4511,16869,Thank you to all for the wonderful reviews of my foreign policy speech. I will soon be speaking in great detail on numerous other topics!,13.851564,-0.13938464,Engagement
realDonaldTrump,"""@AnnetteJeanne: I cried when they said you made a clean sweep of all 5 states. I was SO HAPPY! I really adore you Mr. Trump, so much.""",False,,2016-04-28 04:01:16,,,False,2623,11151,"""@AnnetteJeanne: I cried when they said you made a clean sweep of all 5 states. I was SO HAPPY! I really adore you Mr. Trump, so much.""",12.883938,1.2949569,Engagement
realDonaldTrump,"Getting the strong endorsement of the great coach, Bobby Knight, has been a highlight of my stay in Indiana. Big speech tomorrow with Bobby!",False,,2016-04-28 03:49:52,,,False,4420,16795,"Getting the strong endorsement of the great coach, Bobby Knight, has been a highlight of my stay in Indiana. Big speech tomorrow with Bobby!",4.9819827,-2.5188563,Endorsement
realDonaldTrump,"I am in Indiana where we just had a great rally. Fantastic people! Staying at a Holiday Inn Express - new and clean, not bad!",False,,2016-04-28 03:17:17,,,False,5584,21922,"I am in Indiana where we just had a great rally. Fantastic people! Staying at a Holiday Inn Express - new and clean, not bad!",13.846225,-0.18009993,Engagement
realDonaldTrump,Thank you Laura!  https://t.co/C1GHUJazn0,False,,2016-04-28 01:50:05,,,True,3479,10792,Thank you Laura!  ,3.1407814,2.412841,Endorsement
realDonaldTrump,"Thank you for the endorsement, Coach Bobby Knight! I will never forget it!
https://t.co/FchYdKY4F8 https://t.co/MpRtRwv51u",False,,2016-04-28 01:47:39,,,False,5539,15846,"Thank you for the endorsement, Coach Bobby Knight! I will never forget it!
 ",9.01791,3.3811948,Opposition
HillaryClinton,Let's go out and win this election. Join us: https://t.co/xrM5MOfLXl https://t.co/sMpvpv5lj7,True,HFA,2016-04-28 01:45:25,,,False,989,2306,Let's go out and win this election. Join us:  ,13.206949,0.29470804,Engagement
HillaryClinton,"Turning away Muslims, pitting Americans against each other, inciting violence and chaos—these aren't our values.
https://t.co/6bJfM4KlzY",False,,2016-04-28 00:14:28,,,False,2658,4541,"Turning away Muslims, pitting Americans against each other, inciting violence and chaos—these aren't our values.
",13.0805025,-0.08426766,Engagement
HillaryClinton,The U.S. has 5% of the world's women but nearly 30% of its women prisoners. The consequences are devastating. https://t.co/9GPztYdNlF,False,,2016-04-27 22:59:28,,,False,875,1456,The U.S. has 5% of the world's women but nearly 30% of its women prisoners. The consequences are devastating. ,12.374462,-0.5214419,Engagement
HillaryClinton,Yikes. https://t.co/iueuFgzGod,False,,2016-04-27 22:15:14,,,False,836,1660,Yikes. ,2.9541755,0.8093844,Endorsement
realDonaldTrump,"Join me on @greta- from Indianapolis, Indiana at 7pmE! Enjoy! #Trump2016 
https://t.co/gTyn8GLGil",False,,2016-04-27 22:14:51,,,False,2490,8326,"Join me on @greta- from Indianapolis, Indiana at 7pmE! Enjoy! #Trump2016 
",4.982996,-2.5246038,Endorsement
realDonaldTrump,"An Honor to be in #Indiana w @realDonaldTrump @greta &amp; the legend, Bobby Knight! I like our secret weapon better!!! https://t.co/xYMKoC65PS",True,DonaldJTrumpJr,2016-04-27 22:06:11,,,False,4837,14767,"An Honor to be in #Indiana w @realDonaldTrump @greta &amp; the legend, Bobby Knight! I like our secret weapon better!!! ",2.9636173,0.82161665,Endorsement
realDonaldTrump,"THANK YOU Connecticut, Delaware, Maryland, Pennsylvania, and Rhode Island! #MakeAmericaGreatAgain https://t.co/MGKh77wQt8",False,,2016-04-27 20:22:25,,,False,4818,15208,"THANK YOU Connecticut, Delaware, Maryland, Pennsylvania, and Rhode Island! #MakeAmericaGreatAgain ",2.934036,0.7515533,Endorsement
HillaryClinton,"Donald Trump's foreign policy isn't just offensive, it's dangerous. https://t.co/iueuFgzGod https://t.co/7GVc6ihQPc",False,,2016-04-27 20:03:43,,,False,1974,3405,"Donald Trump's foreign policy isn't just offensive, it's dangerous.  ",8.655466,-0.7901475,Endorsement
HillaryClinton,"Trump has said we ""need unpredictability"" with nuclear weapons. Hillary's response:  https://t.co/WnukuRaquY https://t.co/4cH8pZUDz0",True,TheBriefing2016,2016-04-27 19:31:31,,,False,1127,1455,"Trump has said we ""need unpredictability"" with nuclear weapons. Hillary's response:   ",2.8823917,0.5632307,Endorsement
realDonaldTrump,Agreed! https://t.co/biyldP3CIw,False,,2016-04-27 18:51:08,,,False,9572,20003,Agreed! ,2.2916667,1.7245784,Endorsement
HillaryClinton,"So if fighting for women is playing the #WomanCard, well... https://t.co/wUuidf8qoj",False,,2016-04-27 18:50:30,HillaryClinton,7.253952336813343e+17,False,2847,6124,"So if fighting for women is playing the #WomanCard, well... ",13.770596,-0.20661505,Engagement
HillaryClinton,Trump's rhetoric is just the beginning. He's dismissed equal pay. Wouldn't support paid family leave. Would defund Planned Parenthood.,False,,2016-04-27 18:44:35,HillaryClinton,7.253938060451062e+17,False,921,1820,Trump's rhetoric is just the beginning. He's dismissed equal pay. Wouldn't support paid family leave. Would defund Planned Parenthood.,1.037702,4.561974,Endorsement
HillaryClinton,Women still face too many barriers—a president shouldn't be part of the problem. Comments like Trump's set us back.,False,,2016-04-27 18:38:55,HillaryClinton,7.253921012031734e+17,False,889,1680,Women still face too many barriers—a president shouldn't be part of the problem. Comments like Trump's set us back.,3.4200587,2.2611263,Endorsement
realDonaldTrump,Thank you Newt! https://t.co/FOh7qEnKUF,False,,2016-04-27 18:35:37,,,True,4860,13918,Thank you Newt! ,1.031824,4.5678225,Endorsement
HillaryClinton,"They might make flashy headlines, but Trump's comments aren't a joke. Hillary can handle these attacks. Millions of women shouldn't have to.",False,,2016-04-27 18:32:08,HillaryClinton,7.253905749294653e+17,False,1029,1940,"They might make flashy headlines, but Trump's comments aren't a joke. Hillary can handle these attacks. Millions of women shouldn't have to.",2.930314,0.74521714,Endorsement
HillaryClinton,"Last night, the ""#womancard."" This morning, Trump said he ""hasn't recovered"" from Hillary's ""shouting."" Really? https://t.co/wOXffrFuN2",False,,2016-04-27 18:26:04,HillaryClinton,7.253889759349555e+17,False,1870,3476,"Last night, the ""#womancard."" This morning, Trump said he ""hasn't recovered"" from Hillary's ""shouting."" Really? ",9.2699375,2.6125865,Opposition
HillaryClinton,"After a week of reports that Trump would change his tone heading into the general election, once again he's letting his true colors show.",False,,2016-04-27 18:19:43,,,False,1478,3957,"After a week of reports that Trump would change his tone heading into the general election, once again he's letting his true colors show.",3.0582008,0.9272396,Endorsement
HillaryClinton,"Donald Trump has a lot of ideas about foreign policy. 

The problem is that they're bad. 

https://t.co/1oJRzpTHvn https://t.co/9uzagZGfxK",True,TheBriefing2016,2016-04-27 18:13:14,,,False,636,918,"Donald Trump has a lot of ideas about foreign policy. 

The problem is that they're bad. 

 ",5.104867,1.4385751,Endorsement
realDonaldTrump,GREATEST FOREIGN POLICY SPEECH SINCE WASHINGTON'S FAREWELL ADDRESS.,True,AnnCoulter,2016-04-27 17:57:48,,,False,5198,13679,GREATEST FOREIGN POLICY SPEECH SINCE WASHINGTON'S FAREWELL ADDRESS.,3.449117,2.3404264,Endorsement
realDonaldTrump,Thanks Dave! https://t.co/NaPPQNjVi2,False,,2016-04-27 17:46:35,,,True,2501,9005,Thanks Dave! ,7.133506,1.1781201,Endorsement
realDonaldTrump,Thanks! https://t.co/5jiSyvQiNj,False,,2016-04-27 17:44:18,,,True,2440,8716,Thanks! ,10.530366,-4.012101,Appreciation
realDonaldTrump,Thank you! WE will MAKE AMERICA GREAT AGAIN! https://t.co/aKxoD24IN9,False,,2016-04-27 17:38:27,,,True,3536,10986,Thank you! WE will MAKE AMERICA GREAT AGAIN! ,10.516671,-4.0091434,Appreciation
realDonaldTrump,Thank you! https://t.co/aYbOob1kiT,False,,2016-04-27 17:35:19,,,True,2215,7888,Thank you! ,0.04721376,2.156828,Endorsement
HillaryClinton,Donald Trump's anti-Muslim rhetoric goes against everything we stand for. https://t.co/w4lmEdMPAv,False,,2016-04-27 17:30:50,,,False,1326,3104,Donald Trump's anti-Muslim rhetoric goes against everything we stand for. ,6.057641,5.234659,Opposition
HillaryClinton,"Civil rights and voting rights.
Workers’ rights and women’s rights.

Let's defend them all.
https://t.co/7oSXoIynpr",False,,2016-04-27 16:22:49,,,False,1253,2571,"Civil rights and voting rights.
Workers’ rights and women’s rights.

Let's defend them all.
",6.1001434,5.277718,Opposition
HillaryClinton,Mass incarceration's impact on women and their families doesn't get the attention it deserves. -Hillary #ImWithHer https://t.co/sPxRHfpzm7,True,mayaharris_,2016-04-27 15:02:21,,,False,386,703,Mass incarceration's impact on women and their families doesn't get the attention it deserves. -Hillary #ImWithHer ,5.266049,4.539994,Opposition
HillaryClinton,"Fighting for women's health care, equal pay, and paid leave.
Or as Donald Trump says, playing the ""woman's card.""
https://t.co/Ask6loAOFO",False,,2016-04-27 14:29:00,,,False,2845,5296,"Fighting for women's health care, equal pay, and paid leave.
Or as Donald Trump says, playing the ""woman's card.""
",6.105112,5.2658544,Opposition
HillaryClinton,Our fact-finding trip to Puerto Rico made it clear: We need emergency funding to fight Zika. Tell Congress to act: https://t.co/7O5r7WiDk7,True,Ann_OLeary,2016-04-27 14:09:16,,,False,309,543,Our fact-finding trip to Puerto Rico made it clear: We need emergency funding to fight Zika. Tell Congress to act: ,7.4791837,0.6812562,Endorsement
HillaryClinton,"""That is how progress gets made: We have to be both dreamers and doers."" —Hillary last night in PA https://t.co/F03zCH304S",False,,2016-04-27 13:03:43,,,False,1747,4068,"""That is how progress gets made: We have to be both dreamers and doers."" —Hillary last night in PA ",5.0100594,3.1051264,Social
HillaryClinton,"Caught your speech, @realDonaldTrump. About that ""woman's card""...
https://t.co/kKaHWISchy",False,,2016-04-27 03:54:21,,,False,5261,9636,"Caught your speech, @realDonaldTrump. About that ""woman's card""...
",10.534366,-4.0083795,Appreciation
HillaryClinton,"Imagine a tomorrow where hard work is honored, families are supported, communities are strong, and love trumps hate.
https://t.co/PaSVdd4MH6",False,,2016-04-27 03:06:48,,,False,1679,3720,"Imagine a tomorrow where hard work is honored, families are supported, communities are strong, and love trumps hate.
",12.259806,1.8379209,Engagement
HillaryClinton,"Thank you, Connecticut. https://t.co/dEF36fIGyu",False,,2016-04-27 02:37:28,,,False,1675,4568,"Thank you, Connecticut. ",13.810441,-0.16546176,Engagement
HillaryClinton,Text IMWITHHER to 47246 to tell Hillary you've got her back. https://t.co/AH3mpkZsSs,False,,2016-04-27 01:52:14,,,False,698,1912,Text IMWITHHER to 47246 to tell Hillary you've got her back. ,12.609576,0.47449878,Engagement
HillaryClinton,"Thanks to you, victory is in sight. Pitch in $1, and let's go win this nomination: https://t.co/CuTsRc8HKK",False,,2016-04-27 01:39:28,,,False,566,1463,"Thanks to you, victory is in sight. Pitch in $1, and let's go win this nomination: ",11.744404,1.5998268,Engagement
HillaryClinton,"""Let’s go forward. Let’s win the nomination."" —Hillary https://t.co/NNXa1Us7rf https://t.co/U80iCEa3Fi",False,,2016-04-27 01:28:16,,,False,1167,2557,"""Let’s go forward. Let’s win the nomination."" —Hillary  ",13.677992,-0.68243784,Engagement
HillaryClinton,"""Imagine a tomorrow where...love trumps hate.” —Hillary",False,,2016-04-27 01:26:30,,,False,2168,4056,"""Imagine a tomorrow where...love trumps hate.” —Hillary",10.564359,1.8806391,Opposition
HillaryClinton,"“Imagine a tomorrow where instead of building walls, we’re breaking down barriers.” —Hillary https://t.co/kqfIpgS6NV",False,,2016-04-27 01:24:11,,,False,1942,4570,"“Imagine a tomorrow where instead of building walls, we’re breaking down barriers.” —Hillary ",13.197828,0.29250106,Engagement
HillaryClinton,"“If fighting for women’s health care and paid family leave and equal pay is playing the ‘woman card,’ then deal me in.” —Hillary",False,,2016-04-27 01:23:33,,,False,3806,8342,"“If fighting for women’s health care and paid family leave and equal pay is playing the ‘woman card,’ then deal me in.” —Hillary",1.9351494,3.850765,Engagement
HillaryClinton,"Civil rights &amp; voting rights.
Worker’s rights &amp; women’s rights.
LGBT rights and rights for people with disabilities.

Let's defend them all.",False,,2016-04-27 01:22:08,,,False,1679,3686,"Civil rights &amp; voting rights.
Worker’s rights &amp; women’s rights.
LGBT rights and rights for people with disabilities.

Let's defend them all.",4.916257,3.2233272,Social
HillaryClinton,"""We all agree that wages are too low and inequality is too high. That Wall Street can never again be allowed to threaten Main Street.""",False,,2016-04-27 01:21:31,,,False,753,2094,"""We all agree that wages are too low and inequality is too high. That Wall Street can never again be allowed to threaten Main Street.""",3.731616,3.0483346,Social
HillaryClinton,"""We can build on a strong progressive tradition from Franklin Roosevelt to Barack Obama."" —Hillary",False,,2016-04-27 01:20:44,,,False,875,2055,"""We can build on a strong progressive tradition from Franklin Roosevelt to Barack Obama."" —Hillary",5.9571486,2.2701051,Endorsement
HillaryClinton,"“Whether you support Senator Sanders or you support me, there’s much more that unites us than divides us.” —Hillary",False,,2016-04-27 01:20:11,,,False,1795,3705,"“Whether you support Senator Sanders or you support me, there’s much more that unites us than divides us.” —Hillary",6.636321,2.455867,Endorsement
HillaryClinton,"""Our campaign is about restoring people’s confidence in our ability to solve problems together"" —Hillary",False,,2016-04-27 01:18:31,,,False,711,1672,"""Our campaign is about restoring people’s confidence in our ability to solve problems together"" —Hillary",12.49993,-1.1394485,Engagement
HillaryClinton,"Americans are hungry for solutions. They don’t just want us to diagnose problems, they want us to solve them.",False,,2016-04-27 01:17:08,,,False,956,2414,"Americans are hungry for solutions. They don’t just want us to diagnose problems, they want us to solve them.",13.228299,0.26600096,Engagement
HillaryClinton,"More than 1.1 million have donated.
Chip in now to join this team: https://t.co/MiaF5q6X3b",False,,2016-04-27 01:15:14,,,False,396,934,"More than 1.1 million have donated.
Chip in now to join this team: ",6.5682163,2.6231508,Social
HillaryClinton,"""We’re going to come back to Philadelphia...with the most votes and the most pledged delegates. We’ll unify our party to win this election.”",False,,2016-04-27 01:14:18,,,False,768,1885,"""We’re going to come back to Philadelphia...with the most votes and the most pledged delegates. We’ll unify our party to win this election.”",5.393762,0.7380263,Endorsement
HillaryClinton,Watch live: Hillary speaks on tonight's primary results in Philadelphia. https://t.co/wuZB03P2y9,False,,2016-04-27 01:13:11,,,False,289,704,Watch live: Hillary speaks on tonight's primary results in Philadelphia. ,9.911292,-3.1385665,Appreciation
HillaryClinton,"Tonight's wins belong to every organizer, volunteer, donor, and supporter who've built this campaign. Thank you. https://t.co/MixzWZqhPP",False,,2016-04-27 01:06:55,,,False,1570,4067,"Tonight's wins belong to every organizer, volunteer, donor, and supporter who've built this campaign. Thank you. ",11.0038595,2.6923413,Opposition
realDonaldTrump,Thank you Delaware! #Trump2016 https://t.co/FeXThmUWuo,False,,2016-04-27 01:02:47,,,False,5285,17176,Thank you Delaware! #Trump2016 ,6.70433,2.4266758,Endorsement
HillaryClinton,"Vote by vote, state by state, this team is building something special. Thanks for believing. -H https://t.co/GQoxEQ36Ew",False,,2016-04-27 00:53:41,,,False,2845,8772,"Vote by vote, state by state, this team is building something special. Thanks for believing. -H ",7.9287977,-1.2779644,Endorsement
HillaryClinton,Pennsylvania! Thanks to everyone who made this possible. This win is yours. https://t.co/F9E5NJwh5i,False,,2016-04-27 00:50:32,,,False,2414,5677,Pennsylvania! Thanks to everyone who made this possible. This win is yours. ,13.7571745,-0.5915502,Engagement
HillaryClinton,"We did it, Delaware! https://t.co/JmGcdkb1En",False,,2016-04-27 00:38:27,,,False,1464,3887,"We did it, Delaware! ",9.022111,1.2328441,Opposition
realDonaldTrump,Thank you Rhode Island! #Trump2016 https://t.co/EzCvm7yc0Y,False,,2016-04-27 00:28:31,,,False,5754,18404,Thank you Rhode Island! #Trump2016 ,5.328587,0.8379801,Endorsement
realDonaldTrump,Thank you Connecticut! #Trump2016 https://t.co/3GGoVXSZSf,False,,2016-04-27 00:18:57,,,False,5991,18378,Thank you Connecticut! #Trump2016 ,4.38785,0.975641,Endorsement
realDonaldTrump,Thank you Pennsylvania! #Trump2016 https://t.co/mucxspuHnV,False,,2016-04-27 00:14:19,,,False,8233,21643,Thank you Pennsylvania! #Trump2016 ,4.4693217,0.48725927,Endorsement
realDonaldTrump,Thank you Maryland! #Trump2016 https://t.co/hH3h6bRMIs,False,,2016-04-27 00:08:20,,,False,6821,18625,Thank you Maryland! #Trump2016 ,4.378664,1.1940874,Endorsement
HillaryClinton,"Thank you, Maryland. https://t.co/hLFanifqmL",False,,2016-04-27 00:02:35,,,False,2431,5882,"Thank you, Maryland. ",13.8140135,-0.6466049,Engagement
HillaryClinton,Three answers from last night’s @MSNBC town hall that you should see: https://t.co/slvveHpQ6x,False,,2016-04-26 22:16:56,,,False,434,893,Three answers from last night’s @MSNBC town hall that you should see: ,5.3908277,0.8211958,Endorsement
HillaryClinton,Love this. Great to see Chobani sharing its success with the employees who helped make it possible. -H https://t.co/KpGWgpX5rW,False,,2016-04-26 21:43:11,,,True,988,2371,Love this. Great to see Chobani sharing its success with the employees who helped make it possible. -H ,7.7780175,1.5566839,Endorsement
HillaryClinton,"Polls close soon in CT, DE, MD, PA, and RI. Confirm where to go here, then head over: https://t.co/NviDFw2Rra https://t.co/6W4QayuT7v",False,,2016-04-26 21:25:25,,,False,651,1346,"Polls close soon in CT, DE, MD, PA, and RI. Confirm where to go here, then head over:  ",5.6909723,-3.5068545,Endorsement
HillaryClinton,"We are not a post-racial society. We still struggle with racism—and it's not only wrong, it's holding us back.
https://t.co/MnjdPHuYdO",False,,2016-04-26 20:38:13,,,False,1159,2323,"We are not a post-racial society. We still struggle with racism—and it's not only wrong, it's holding us back.
",9.828196,0.8870742,Opposition
realDonaldTrump,Thank you America! #Trump2016 https://t.co/KL7VZbM1jP,False,,2016-04-26 19:55:15,,,False,7637,20607,Thank you America! #Trump2016 ,13.542155,-0.77443933,Engagement
HillaryClinton,"These brutal murders are deplorable. Mannan's work on LGBT rights must carry on, and activists must be protected. https://t.co/SxHbFiejlC",True,rosenbergerlm,2016-04-26 19:38:38,,,True,285,522,"These brutal murders are deplorable. Mannan's work on LGBT rights must carry on, and activists must be protected. ",6.339113,-1.1251884,Security
HillaryClinton,"If our leaders won't stand up to the gun lobby, we need to hold them accountable.
https://t.co/M5ryVG4glD",False,,2016-04-26 19:07:42,,,False,813,1741,"If our leaders won't stand up to the gun lobby, we need to hold them accountable.
",13.774773,-0.57369566,Engagement
realDonaldTrump,"Lets #MakeAmericaGreatAgain, Maryland! #VoteTrump 
https://t.co/ZttNAmk1QS",False,,2016-04-26 18:12:15,,,False,2773,8703,"Lets #MakeAmericaGreatAgain, Maryland! #VoteTrump 
",13.747689,-0.5985275,Engagement
realDonaldTrump,"You have until 8pm to #VoteTrump, Delaware! https://t.co/GYeV6m1qOn",False,,2016-04-26 18:12:06,,,False,2364,7447,"You have until 8pm to #VoteTrump, Delaware! ",13.755699,-0.59274566,Engagement
realDonaldTrump,"Thank you for a great day yesterday, Rhode Island! #VoteTrump
https://t.co/nAlgNIIdyo",False,,2016-04-26 18:05:25,,,False,2422,8067,"Thank you for a great day yesterday, Rhode Island! #VoteTrump
",6.9280663,-3.148371,Endorsement
realDonaldTrump,Six hours left to #VoteTrump Connecticut! https://t.co/U1kbLMwhNI,False,,2016-04-26 18:03:39,,,False,2318,7250,Six hours left to #VoteTrump Connecticut! ,7.0880294,1.3026528,Endorsement
realDonaldTrump,"Lets go Pennsylvania! #VoteTrump 
https://t.co/TWQM8AV9p4",False,,2016-04-26 18:02:10,,,False,2858,8463,"Lets go Pennsylvania! #VoteTrump 
",12.115614,-0.6016435,Engagement
realDonaldTrump,How bad is the New York Times—the most inaccurate coverage constantly. Always trying to belittle. Paper has lost its way!,False,,2016-04-26 17:43:15,,,False,2748,10059,How bad is the New York Times—the most inaccurate coverage constantly. Always trying to belittle. Paper has lost its way!,14.188578,-0.56244624,Engagement
HillaryClinton,"Live in CT, DE, MD, PA, or RI? Go vote: Hillary needs you. Text WHERE to 47246 to find your polling place. https://t.co/xwSPICUcy6",False,,2016-04-26 17:05:19,,,False,1045,2114,"Live in CT, DE, MD, PA, or RI? Go vote: Hillary needs you. Text WHERE to 47246 to find your polling place. ",8.3338785,-0.50249386,Endorsement
HillaryClinton,"Women deserve the same rights as men in every aspect of our economy and our society—at home and around the world.
https://t.co/C8doMvHIs7",False,,2016-04-26 16:42:19,,,False,1406,2622,"Women deserve the same rights as men in every aspect of our economy and our society—at home and around the world.
",8.311758,-0.48429474,Endorsement
realDonaldTrump,"Thank you for the incredible support- Melania, Barron, Ivanka, Jared, Tiffany, Don, Vanessa, Eric, and Lara!
https://t.co/mPGpPFiDl8",False,,2016-04-26 16:18:18,,,False,4205,12878,"Thank you for the incredible support- Melania, Barron, Ivanka, Jared, Tiffany, Don, Vanessa, Eric, and Lara!
",14.187412,-0.56393737,Engagement
realDonaldTrump,"Bernie Sanders has been treated terribly by the Democrats—both with delegates &amp; otherwise. He should show them, and run as an Independent!",False,,2016-04-26 16:07:35,,,False,11922,30576,"Bernie Sanders has been treated terribly by the Democrats—both with delegates &amp; otherwise. He should show them, and run as an Independent!",11.963862,-0.62719315,Engagement
HillaryClinton,"It’s Primary Day in CT, DE, MD, PA, and RI. If you’re with Hillary, add your name and make a plan to vote today: https://t.co/eFckwXMhOI",False,,2016-04-26 15:39:01,,,False,628,1277,"It’s Primary Day in CT, DE, MD, PA, and RI. If you’re with Hillary, add your name and make a plan to vote today: ",8.582844,-0.5920694,Endorsement
HillaryClinton,"Primarias en Connecticut, Maryland, Pensilvania, Delaware y Rhode Island. #EstoyConElla https://t.co/k13PaS5qLx https://t.co/aH0etEcuIz",False,,2016-04-26 15:09:28,,,False,444,896,"Primarias en Connecticut, Maryland, Pensilvania, Delaware y Rhode Island. #EstoyConElla  ",14.173628,-0.5758964,Engagement
HillaryClinton,"We've heard way too much hateful rhetoric in this campaign.

We need more love and kindness.
https://t.co/UDrH2AiI5Y",False,,2016-04-26 14:06:38,,,False,1283,2666,"We've heard way too much hateful rhetoric in this campaign.

We need more love and kindness.
",13.805831,-0.63014954,Engagement
realDonaldTrump,"Thank you @DonaldJTrumpJr &amp; @EricTrump. #Trump2016 
https://t.co/CMfcrZjHgM",False,,2016-04-26 13:33:24,,,False,4225,10347,"Thank you @DonaldJTrumpJr &amp; @EricTrump. #Trump2016 
",5.858249,1.2083402,Endorsement
HillaryClinton,"Voters in CT, DE, MD, PA, and RI head to the polls today. RT this if you’re voting for Hillary. https://t.co/2TRe1AEgiP",False,,2016-04-26 12:59:23,,,False,2439,4481,"Voters in CT, DE, MD, PA, and RI head to the polls today. RT this if you’re voting for Hillary. ",4.4455113,1.2636126,Endorsement
realDonaldTrump,"MAKE AMERICA GREAT AGAIN!
https://t.co/xhwhJuV3aa https://t.co/2XWN52IpH2",False,,2016-04-26 12:47:24,,,False,4074,10500,"MAKE AMERICA GREAT AGAIN!
 ",1.9106473,3.8120437,Engagement
realDonaldTrump,"The Cruz-Kasich pact is under great strain. This joke of a deal is falling apart, not being honored and almost dead. Very dumb!",False,,2016-04-26 10:42:39,,,False,5330,17161,"The Cruz-Kasich pact is under great strain. This joke of a deal is falling apart, not being honored and almost dead. Very dumb!",3.761014,1.1070606,Endorsement
HillaryClinton,"America's gun violence epidemic is out of control. No more excuses—we need to act to save lives.
https://t.co/gb6dfWfB34",False,,2016-04-26 04:14:18,,,False,1537,3196,"America's gun violence epidemic is out of control. No more excuses—we need to act to save lives.
",12.455527,-0.90591526,Engagement
