handle,text,is_retweet,original_author,time,in_reply_to_screen_name,in_reply_to_status_id,is_quote_status,retweet_count,favorite_count,cleaned_text,x,y,favorite_count_log,scaled_retweet,theme,text_sentiment,text_sentiment_score
HillaryClinton,We're not going to round up millions of immigrants and deport them—no matter how many times Trump says he wants to. https://t.co/HzFWUT1XFl,False,,2016-05-06 13:05:35,,,False,2306,3764,We're not going to round up millions of immigrants and deport them—no matter how many times Trump says he wants to. ,4.1127987,3.131211,8.233503140233994,13.211529565359314,Social,negative,0.7827185988426208
realDonaldTrump,"Crooked Hillary has ZERO leadership ability. As Bernie Sanders says, she has bad judgement. Constantly playing the women's card - it is sad!",False,,2016-05-06 12:38:38,,,False,10415,29425,"Crooked Hillary has ZERO leadership ability. As Bernie Sanders says, she has bad judgement. Constantly playing the women's card - it is sad!",13.121132,4.7214317,10.289633916257893,21.83834678232769,Engagement,negative,0.948565661907196
realDonaldTrump,"Paul Ryan said that I inherited something very special, the Republican Party. Wrong, I didn't inherit it, I won it with millions of voters!",False,,2016-05-06 12:08:37,,,False,13363,40210,"Paul Ryan said that I inherited something very special, the Republican Party. Wrong, I didn't inherit it, I won it with millions of voters!",12.244601,1.4953086,10.601895869017545,23.730195863783244,Engagement,negative,0.5202268362045288
realDonaldTrump,"""@Ausbiz:  Many would say that you are the only talented person running for the top job this time! #MakeAmericaGreatAgain #TrumpTrain""",False,,2016-05-06 11:50:19,,,False,2582,9387,"""@Ausbiz:  Many would say that you are the only talented person running for the top job this time! #MakeAmericaGreatAgain #TrumpTrain""",9.18795,-4.4633455,9.147187556970914,13.718882800796218,Appreciation,positive,0.9683983325958252
realDonaldTrump,"So many great endorsements yesterday, except for Paul Ryan! We must put America first and MAKE AMERICA GREAT AGAIN!",False,,2016-05-06 10:26:43,,,False,5934,18888,"So many great endorsements yesterday, except for Paul Ryan! We must put America first and MAKE AMERICA GREAT AGAIN!",6.264952,-0.71028054,9.84633502103182,18.104332367489626,Security,positive,0.9846742153167725
realDonaldTrump,"Governor Rick Perry said ""Donald Trump is one of the most talented people running for the Presidency I've ever seen."" Thank you Rick!",False,,2016-05-06 10:19:08,,,False,6691,22643,"Governor Rick Perry said ""Donald Trump is one of the most talented people running for the Presidency I've ever seen."" Thank you Rick!",2.5767627,1.9243953,10.02765019515655,18.84359131745215,Endorsement,positive,0.9786321520805359
realDonaldTrump,"Unlike crooked Hillary Clinton, who wants to destroy all miners, I want wages to go up in America. We will do so by bringing back jobs!",False,,2016-05-06 10:14:56,,,False,7183,21781,"Unlike crooked Hillary Clinton, who wants to destroy all miners, I want wages to go up in America. We will do so by bringing back jobs!",13.222247,0.28515646,9.988839219635631,19.29457819729764,Engagement,neutral,0.4085577428340912
realDonaldTrump,Thank you West Virginia. Let's keep it going. Go out and vote on Tuesday - we will win big. #Trump2016,False,,2016-05-06 03:19:09,,,False,6506,17885,Thank you West Virginia. Let's keep it going. Go out and vote on Tuesday - we will win big. #Trump2016,12.167035,1.5241412,9.791773562906126,18.668296342979225,Engagement,positive,0.9616990089416504
HillaryClinton,This is the man the @GOP has selected to be their nominee for president. https://t.co/rm4BjlPhkk,False,,2016-05-06 02:49:14,,,False,4801,6225,This is the man the @GOP has selected to be their nominee for president. ,3.1803935,6.0963807,8.736489351001554,16.86982465895216,Appreciation,negative,0.5903712511062622
realDonaldTrump,"Can you believe Crooked Hillary said, ""We are going to put a whole lot of coal miners&amp;coal companies out of business."" She then apologized.",False,,2016-05-06 01:57:05,,,False,10138,27407,"Can you believe Crooked Hillary said, ""We are going to put a whole lot of coal miners&amp;coal companies out of business."" She then apologized.",10.641823,1.7214774,10.2185902205639,21.642998480914805,Opposition,negative,0.7370180487632751
HillaryClinton,Volkswagen workers in TN are raising their voices for the rights they deserve. VW should meet them at the table. -H https://t.co/kQQTEXplGL,False,,2016-05-06 01:21:45,,,True,855,1838,Volkswagen workers in TN are raising their voices for the rights they deserve. VW should meet them at the table. -H ,3.1808162,6.0931673,7.516977224604321,9.49121995802933,Appreciation,neutral,0.6107977032661438
HillaryClinton,We cannot let Donald Trump become the next president. https://t.co/1nFZbCiGV2,False,,2016-05-06 00:56:43,,,False,1495,3464,We cannot let Donald Trump become the next president. ,13.825892,-0.16115806,8.150467911624004,11.43440921989006,Engagement,negative,0.8375070691108704
HillaryClinton,"He's been called ""the most lawless lawman in America."" He's endorsed @RealDonaldTrump. https://t.co/zu1CHenC7M https://t.co/35gcjoRQ7b",True,TheBriefing2016,2016-05-06 00:06:59,,,False,822,852,"He's been called ""the most lawless lawman in America."" He's endorsed @RealDonaldTrump.  ",4.1920557,0.9633644,6.748759547491679,9.367505120898477,Endorsement,negative,0.7749558687210083
HillaryClinton,Comprehensive immigration reform will bring people out of the shadows and into our economy. https://t.co/NUlSKmWCGD,False,,2016-05-05 23:32:36,,,False,2885,7363,Comprehensive immigration reform will bring people out of the shadows and into our economy. ,6.4169254,3.5761707,8.904358542352968,14.23580200708107,Opposition,positive,0.6621228456497192
realDonaldTrump,"Join me tomorrow! #Trump2016 
#MakeAmericaGreatAgain 

Omaha, Nebraska:
https://t.co/2OWQIlNutu

Eugene, Oregon:
https://t.co/oroTbvsNdQ",False,,2016-05-05 23:28:31,,,False,3451,8991,"Join me tomorrow! #Trump2016 
#MakeAmericaGreatAgain 

Omaha, Nebraska:


Eugene, Oregon:
",10.9768305,2.6671581,9.104090572133472,15.111757869921675,Opposition,positive,0.6469810605049133
HillaryClinton,"We should be fighting to keep families together, not rip them apart. https://t.co/hd6FCPdwvo",False,,2016-05-05 23:07:57,,,False,1332,3109,"We should be fighting to keep families together, not rip them apart. ",5.5524936,3.4645197,8.04237800517328,11.002754131311882,Social,neutral,0.7126924395561218
HillaryClinton,"5.5 million kids in the U.S. have at least one undocumented parent.
 
Trump's deportations would hurt them the most. https://t.co/rJMiq7KYwk",False,,2016-05-05 22:48:20,,,False,1256,1961,"5.5 million kids in the U.S. have at least one undocumented parent.
 
Trump's deportations would hurt them the most. ",6.458102,4.3094864,7.581719640125308,10.789381424219183,Opposition,negative,0.8359893560409546
HillaryClinton,FACT: Donald Trump would end birthright citizenship. https://t.co/RJfgxTC2Ou,False,,2016-05-05 22:34:04,,,False,985,1382,FACT: Donald Trump would end birthright citizenship. ,9.521736,2.4558234,7.232010331664759,9.949747895601462,Opposition,negative,0.7166664600372314
HillaryClinton,"Last night, Trump stood by his plans to ban Muslims from entering the U.S. and deport millions of immigrants. https://t.co/8KYse7wy4P",False,,2016-05-05 22:11:40,,,False,2040,2413,"Last night, Trump stood by his plans to ban Muslims from entering the U.S. and deport millions of immigrants. ",3.4928675,2.6465333,7.789040401657477,12.682651410769994,Social,negative,0.7373924255371094
HillaryClinton,"“I love Hispanics!” —Trump, 52 minutes ago https://t.co/b9mv7nUduN

“They’re gonna be deported.” —Trump, yesterday https://t.co/HzFWUT1XFl",False,,2016-05-05 19:49:54,,,False,6104,6962,"“I love Hispanics!” —Trump, 52 minutes ago 

“They’re gonna be deported.” —Trump, yesterday ",3.1794019,6.097639,8.848365694942547,18.275594288641827,Appreciation,neutral,0.4789181649684906
realDonaldTrump,"Bernie Sanders has been treated terribly by the Democrats—both with delegates &amp; otherwise. He should show them, &amp; run as an Independent.",False,,2016-05-05 19:30:32,,,False,12457,35042,"Bernie Sanders has been treated terribly by the Democrats—both with delegates &amp; otherwise. He should show them, &amp; run as an Independent.",8.540272,3.2307453,10.464331157823805,23.181301818796737,Opposition,negative,0.8887630701065063
HillaryClinton,"""Everything I say I'm gonna do, folks, I do.""

What Trump says he'll do as president: deport millions of immigrants.
https://t.co/HzFWUTjywT",False,,2016-05-05 19:11:15,,,False,1347,1895,"""Everything I say I'm gonna do, folks, I do.""

What Trump says he'll do as president: deport millions of immigrants.
",3.1811547,6.0942707,7.547501682814967,11.043901687510296,Appreciation,neutral,0.5442942380905151
realDonaldTrump,Happy #CincoDeMayo! The best taco bowls are made in Trump Tower Grill. I love Hispanics! https://t.co/ufoTeQd8yA https://t.co/k01Mc6CuDI,False,,2016-05-05 18:57:30,,,False,82653,115107,Happy #CincoDeMayo! The best taco bowls are made in Trump Tower Grill. I love Hispanics!  ,1.0511541,4.5469484,11.653626097073083,43.55983310797406,Endorsement,positive,0.9903556108474731
HillaryClinton,"""I want more Americans to believe again we are all in this together.""
https://t.co/VECLFeVoyC",False,,2016-05-05 18:43:25,,,False,1504,2964,"""I want more Americans to believe again we are all in this together.""
",10.146102,-2.8722165,7.994632311431825,11.457308631964874,Appreciation,positive,0.7780015468597412
realDonaldTrump,I will be interviewed by @BretBaier @SpecialReport at 6pm ET tonight @FoxNews,False,,2016-05-05 18:37:47,,,False,2190,7858,I will be interviewed by @BretBaier @SpecialReport at 6pm ET tonight @FoxNews,1.0697693,4.528376,8.969414650866176,12.986178604402841,Endorsement,neutral,0.9454883337020874
HillaryClinton,They say your friends reflect who you really are... https://t.co/aubM6KS0BG,False,,2016-05-05 15:57:53,,,False,1044,1630,They say your friends reflect who you really are... ,13.236755,0.2839864,7.396948602621014,10.144566643969542,Engagement,neutral,0.8042705059051514
HillaryClinton,Hillary will be the Small Business President—especially for women- and minority-owned companies: https://t.co/BX6n4uS6xU #SmallBizWeek,True,mikereedschmidt,2016-05-05 15:20:36,,,False,495,905,Hillary will be the Small Business President—especially for women- and minority-owned companies:  #SmallBizWeek,3.900953,-0.49550858,6.80903930604298,7.910459893465202,Security,positive,0.6497189402580261
realDonaldTrump,Many reports that I will be attending the Alvarez/Khan fight this weekend in Vegas. Totally untrue! Unfortunately I have other plans.,False,,2016-05-05 14:29:40,,,False,3376,12199,Many reports that I will be attending the Alvarez/Khan fight this weekend in Vegas. Totally untrue! Unfortunately I have other plans.,4.191723,-4.027025,9.409191230721348,15.001481335186403,Endorsement,negative,0.7751731872558594
HillaryClinton,"""Do you still believe that Muslims should be banned from entering the country?""

@realDonaldTrump: ""Yes.""
https://t.co/rm4Bjm6SbS",False,,2016-05-05 14:29:00,,,False,2576,2900,"""Do you still believe that Muslims should be banned from entering the country?""

@realDonaldTrump: ""Yes.""
",5.5064993,3.4435887,7.972810784121404,13.70824800366525,Social,neutral,0.838589608669281
HillaryClinton,"Republicans agree: Donald Trump is reckless, dangerous, and divisive. https://t.co/fUkISvxMmc",False,,2016-05-05 13:03:06,,,False,3994,6347,"Republicans agree: Donald Trump is reckless, dangerous, and divisive. ",10.479123,-4.0703244,8.7558950816463,15.866069542609129,Appreciation,negative,0.8700942397117615
HillaryClinton,"President Trump?

Nope: https://t.co/LFfa59OaHX",False,,2016-05-05 03:14:40,,,False,835,1934,"President Trump?

Nope: ",13.129433,0.06979085,7.5678626054638825,9.416629684594712,Engagement,neutral,0.7499565482139587
HillaryClinton,We need the strongest team to take on Donald Trump and the GOP in November. Apply to join @HFA today: https://t.co/mqHP020BgD,False,,2016-05-05 02:14:18,,,False,791,1846,We need the strongest team to take on Donald Trump and the GOP in November. Apply to join @HFA today: ,8.26603,-0.32368305,7.52131798019924,9.248234384213017,Endorsement,neutral,0.6559241414070129
HillaryClinton,"Thank you, @POTUS, for visiting today and shining light on the ongoing crisis in Flint. https://t.co/3jfdvB9aM1",True,ChelseaClinton,2016-05-05 01:45:48,,,True,794,2372,"Thank you, @POTUS, for visiting today and shining light on the ongoing crisis in Flint. ",3.1795692,6.097592,7.771910256435763,9.259911460232221,Appreciation,positive,0.9324646592140198
HillaryClinton,"On Holocaust Remembrance Day, we remember the millions of lives lost and rededicate ourselves to fighting hate and intolerance everywhere.",False,,2016-05-05 01:15:30,,,False,2736,5815,"On Holocaust Remembrance Day, we remember the millions of lives lost and rededicate ourselves to fighting hate and intolerance everywhere.",3.1858888,6.086083,8.668368019213355,13.986381314361736,Appreciation,negative,0.6439358592033386
HillaryClinton,"The Republican Party is now the party of Trump. Here's what it stands for.
https://t.co/kCWJ9m2zNE",False,,2016-05-05 00:44:47,,,False,5588,6136,"The Republican Party is now the party of Trump. Here's what it stands for.
",12.722605,5.0097446,8.722091302389098,17.74538662092362,Engagement,negative,0.6363598108291626
HillaryClinton,"Love this, Ellen. Where can I get one? -H https://t.co/JnErtSVkjS",False,,2016-05-05 00:23:11,,,True,1118,3349,"Love this, Ellen. Where can I get one? -H ",10.480524,-3.9221365,8.116715624819111,10.378802979961678,Appreciation,positive,0.9809641242027283
HillaryClinton,"Trump just stood by his proposals to ban Muslims from entering the U.S. &amp; deport millions of immigrants. Seriously.
https://t.co/8KYse7O8Wn",False,,2016-05-04 23:46:39,,,False,2339,2752,"Trump just stood by his proposals to ban Muslims from entering the U.S. &amp; deport millions of immigrants. Seriously.
",8.058675,-1.459978,7.920446505142607,13.274252484557852,Endorsement,negative,0.7864234447479248
HillaryClinton,"""I don't think we can take a risk on a loose cannon like Donald Trump running our country."" —Hillary
https://t.co/xcbYMepYdX",False,,2016-05-04 22:40:17,,,False,2018,4056,"""I don't think we can take a risk on a loose cannon like Donald Trump running our country."" —Hillary
",6.756349,0.5005318,8.308199063206446,12.636895301136068,Endorsement,negative,0.7493270039558411
HillaryClinton,"""He's a race-baiting, xenophobic, religious bigot."" —@LindseyGrahamSC on @realDonaldTrump
https://t.co/zbQQHvr4VP",True,TheBriefing2016,2016-05-04 22:15:59,,,False,2207,2612,"""He's a race-baiting, xenophobic, religious bigot."" —@LindseyGrahamSC on @realDonaldTrump
",4.145083,3.151787,7.868254265520613,13.019694015868662,Social,negative,0.8925520181655884
HillaryClinton,As a software engineer you can stop Trump. Details here: https://t.co/O8SX1OyDZY,True,kylerush,2016-05-04 21:28:02,,,False,342,594,As a software engineer you can stop Trump. Details here: ,7.7000976,-0.5428138,6.38856140554563,6.993190657180868,Endorsement,neutral,0.6937724947929382
HillaryClinton,"Stonewall: the birthplace of a movement, and soon a national monument for equality. https://t.co/Yb1u1tUcR4 #ThanksObama",False,,2016-05-04 20:00:15,,,False,1202,2446,"Stonewall: the birthplace of a movement, and soon a national monument for equality.  #ThanksObama",13.221866,0.18608443,7.802618063442671,10.632486073766884,Engagement,positive,0.9589006900787354
HillaryClinton,"""President Trump"" is a dangerous proposition.

Mitt Romney, Ted Cruz, and Marco Rubio agree.
https://t.co/fUkISvgaXC",False,,2016-05-04 18:46:12,,,False,7014,9674,"""President Trump"" is a dangerous proposition.

Mitt Romney, Ted Cruz, and Marco Rubio agree.
",4.0985293,2.9227073,9.177300517897983,19.14205620979334,Social,negative,0.6335307359695435
HillaryClinton,"""They couldn't take him on on the issues because they basically agreed with him."" —Hillary on Trump's @GOP rivals: https://t.co/tHSMxfom9b",False,,2016-05-04 18:31:25,,,False,693,1229,"""They couldn't take him on on the issues because they basically agreed with him."" —Hillary on Trump's @GOP rivals: ",7.1857405,-1.1870221,7.114769448366463,8.849344009597905,Endorsement,neutral,0.6181712746620178
HillaryClinton,"""He's a loose cannon, and loose cannons tend to misfire."" —Hillary on @realDonaldTrump: https://t.co/lK8TyiTz2x",False,,2016-05-04 18:25:43,,,False,795,1387,"""He's a loose cannon, and loose cannons tend to misfire."" —Hillary on @realDonaldTrump: ",4.0066814,3.133017,7.23561914106675,9.263797281695544,Social,negative,0.6740227937698364
HillaryClinton,"""I don't think we can take a risk on a loose cannon like Donald Trump running the country."" —Hillary to @AndersonCooper",False,,2016-05-04 18:17:45,,,False,1141,2770,"""I don't think we can take a risk on a loose cannon like Donald Trump running the country."" —Hillary to @AndersonCooper",6.452608,1.9220127,7.9269635448629785,10.449492889931228,Endorsement,negative,0.5458466410636902
HillaryClinton,"""Unity versus division, compassion versus selfishness, and love versus hate. The stakes don’t get much higher."" https://t.co/nwy7MfMutc",False,,2016-05-04 17:28:34,,,False,3505,8032,"""Unity versus division, compassion versus selfishness, and love versus hate. The stakes don’t get much higher."" ",12.117572,1.5699731,8.991313336173812,15.19017139300605,Engagement,neutral,0.48282092809677124
HillaryClinton,"""Everything I say, I'm going to do, folks."" —Trump

Here's what the presumptive @GOP nominee would do as president.
https://t.co/SG6qjpzJ8E",False,,2016-05-04 16:50:59,,,False,4105,4730,"""Everything I say, I'm going to do, folks."" —Trump

Here's what the presumptive @GOP nominee would do as president.
",11.75906,0.45670748,8.461891875631148,16.01171017739321,Engagement,neutral,0.845885694026947
HillaryClinton,I'm going to fight my heart out to make sure @realDonaldTrump’s toxic stew of hatred &amp; insecurity never reaches the White House.,True,elizabethforma,2016-05-04 16:38:30,,,False,24251,54521,I'm going to fight my heart out to make sure @realDonaldTrump’s toxic stew of hatred &amp; insecurity never reaches the White House.,6.2700253,0.04123943,10.906359568923403,28.945199721535424,Endorsement,negative,0.8956911563873291
realDonaldTrump,"Join me in Charleston, WV - tomorrow! https://t.co/kv624y9UOm",False,,2016-05-04 16:31:05,,,False,4466,13273,"Join me in Charleston, WV - tomorrow! ",12.082499,1.562723,9.49356251370587,16.467951258509117,Engagement,neutral,0.6267999410629272
HillaryClinton,"If it looks like a demagogue,
acts like a demagogue,
and talks like a demagogue,
then it probably is a demagogue.
https://t.co/NzlBzHFCE5",True,TheBriefing2016,2016-05-04 16:11:55,,,False,1508,1831,"If it looks like a demagogue,
acts like a demagogue,
and talks like a demagogue,
then it probably is a demagogue.
",9.795155,-3.2533896,7.513163545234075,11.467456829149778,Appreciation,negative,0.6383646726608276
HillaryClinton,"We know Donald Trump is not who we are. If you want to shut him down, then let’s vote him down. https://t.co/L4w8ASsIAQ",False,,2016-05-04 15:13:45,,,False,3503,7535,"We know Donald Trump is not who we are. If you want to shut him down, then let’s vote him down. ",12.773919,5.058614,8.927446816256198,15.187281604789645,Engagement,negative,0.8099815845489502
HillaryClinton,"There's only one candidate left who can stop a Trump presidency.

Chip in now if you've got Hillary's back: https://t.co/HkpiIXhekF",False,,2016-05-04 14:12:33,,,False,1102,2750,"There's only one candidate left who can stop a Trump presidency.

Chip in now if you've got Hillary's back: ",11.502703,0.97958994,7.919719760924575,10.329053609850476,Engagement,neutral,0.5219568610191345
HillaryClinton,"""As he goes after women, as he goes after literally every group, I'm going to be their voice."" —Hillary on Trump
https://t.co/iNUo2EuTYO",False,,2016-05-04 13:00:33,,,False,2232,4990,"""As he goes after women, as he goes after literally every group, I'm going to be their voice."" —Hillary on Trump
",8.428979,-1.0959862,8.515391569469609,13.068670154175146,Endorsement,neutral,0.540747880935669
realDonaldTrump,I will be interviewed on @foxandfriends at 7:30 A.M. Enjoy!,False,,2016-05-04 10:12:54,,,False,1966,9792,I will be interviewed on @foxandfriends at 7:30 A.M. Enjoy!,11.582201,1.7373171,9.189423123720795,12.527406533305417,Engagement,positive,0.9227900505065918
realDonaldTrump,I will be interviewed on @TODAYshow and Good Morning America at 7:00 A.M.,False,,2016-05-04 10:09:36,,,False,1621,8695,I will be interviewed on @TODAYshow and Good Morning America at 7:00 A.M.,12.214632,1.5171597,9.070618428801046,11.747019011401022,Engagement,neutral,0.6601576805114746
realDonaldTrump,I will be interviewed on @Morning_Joe at 6:15 A.M. Enjoy!,False,,2016-05-04 10:04:23,,,False,1437,7709,I will be interviewed on @Morning_Joe at 6:15 A.M. Enjoy!,10.235057,1.4068997,8.950273466557375,11.28458492754286,Opposition,positive,0.933161199092865
realDonaldTrump,I would rather run against Crooked Hillary Clinton than Bernie Sanders and that will happen because the books are cooked against Bernie!,False,,2016-05-04 09:44:28,,,False,12358,29761,I would rather run against Crooked Hillary Clinton than Bernie Sanders and that will happen because the books are cooked against Bernie!,11.307532,1.8154128,10.300987690989995,23.119728528159833,Opposition,negative,0.7269620895385742
realDonaldTrump,What a great evening we had. So interesting that Sanders beat Crooked Hillary. The dysfunctional system is totally rigged against him!,False,,2016-05-04 09:25:10,,,False,8149,25893,What a great evening we had. So interesting that Sanders beat Crooked Hillary. The dysfunctional system is totally rigged against him!,9.896357,0.82603693,10.161766560618593,20.123403677248007,Opposition,positive,0.8916753530502319
realDonaldTrump,".@oreillyfactor  Please correct, I WON Virginia!",False,,2016-05-04 04:00:46,,,False,3509,14339,".@oreillyfactor  Please correct, I WON Virginia!",6.760512,4.1220107,9.57080811415361,15.195947673206478,Opposition,neutral,0.5428955554962158
HillaryClinton,"Donald Trump is the presumptive @GOP nominee.

Chip in now if you agree we can't let him become president: https://t.co/BSrJDaGSOe",False,,2016-05-04 01:23:57,,,False,4118,9810,"Donald Trump is the presumptive @GOP nominee.

Chip in now if you agree we can't let him become president: ",4.9131804,4.971762,9.19125948416339,16.028594699337887,Opposition,neutral,0.6749657392501831
realDonaldTrump,"Thank you Indiana, we were just projected to be the winner. We have won in every category. You are very special people-I will never forget!",False,,2016-05-03 23:38:34,,,False,11762,39414,"Thank you Indiana, we were just projected to be the winner. We have won in every category. You are very special people-I will never forget!",12.165711,-2.0556314,10.581901733494009,22.741916380945298,Engagement,positive,0.9835163950920105
HillaryClinton,Our teachers deserve more than just a pat on the back. They deserve a raise. #TeacherAppreciationDay https://t.co/0sgmUFg6mX,False,,2016-05-03 23:15:54,,,False,3340,7744,Our teachers deserve more than just a pat on the back. They deserve a raise. #TeacherAppreciationDay ,12.84346,2.1304955,8.954802752850968,14.94796786732062,Engagement,positive,0.9448748230934143
realDonaldTrump,"Thank you Indiana! #Trump2016
#MakeAmericaGreatAgain https://t.co/G4JlShRA6I",False,,2016-05-03 23:14:30,,,False,11194,29841,"Thank you Indiana! #Trump2016
#MakeAmericaGreatAgain ",11.629235,1.70732,10.303672076200368,22.36978281031565,Engagement,positive,0.9657760262489319
realDonaldTrump,"Lyin' Ted Cruz consistently said that he will, and must, win Indiana. If he doesn't he should drop out of the race-stop wasting time &amp; money",False,,2016-05-03 23:08:44,,,False,6980,25514,"Lyin' Ted Cruz consistently said that he will, and must, win Indiana. If he doesn't he should drop out of the race-stop wasting time &amp; money",13.765192,-0.13507293,10.147021793498071,19.11107605706368,Engagement,negative,0.8476225137710571
realDonaldTrump,"Wow, Lyin' Ted Cruz really went wacko today. Made all sorts of crazy charges. Can't function under pressure - not very presidential. Sad!",False,,2016-05-03 23:02:55,,,False,8111,25576,"Wow, Lyin' Ted Cruz really went wacko today. Made all sorts of crazy charges. Can't function under pressure - not very presidential. Sad!",4.219047,-0.86071956,10.149448789130783,20.092075455024496,Security,negative,0.9429973363876343
HillaryClinton,"""We're not going to be counted out anymore."" —Hillary on @realDonaldTrump's disparaging comments toward women
https://t.co/GTP7YmV9Tc",False,,2016-05-03 21:46:39,,,False,1683,3310,"""We're not going to be counted out anymore."" —Hillary on @realDonaldTrump's disparaging comments toward women
",3.591606,-1.8187388,8.105005537547246,11.894915795299806,Security,negative,0.49594393372535706
HillaryClinton,"It’s Primary Day, Indiana. If you’re a Hoosier for Hillary, vote today: https://t.co/ZP0EculgG0",False,,2016-05-03 20:52:03,,,False,446,1188,"It’s Primary Day, Indiana. If you’re a Hoosier for Hillary, vote today: ",10.095048,1.2601693,7.080867896690782,7.640321249615054,Opposition,neutral,0.6907981634140015
HillaryClinton,"Thrilled by this news. Every loving parent, no matter who they are, can now adopt kids in all 50 states. https://t.co/NpUjCpzdQB -H",False,,2016-05-03 20:18:28,,,False,1512,2998,"Thrilled by this news. Every loving parent, no matter who they are, can now adopt kids in all 50 states.  -H",3.1804364,6.09626,8.00603417874901,11.477587096634334,Appreciation,positive,0.9774529933929443
HillaryClinton,“We’re going to build a future that will take advantage of the talents and the hard work of every single one of our children.” —Hillary,False,,2016-05-03 19:39:40,,,False,839,2077,“We’re going to build a future that will take advantage of the talents and the hard work of every single one of our children.” —Hillary,3.8567715,3.093598,7.639161171659173,9.431642272283664,Social,positive,0.9243061542510986
HillaryClinton,"We don’t have time to waste on Trump's fake solutions that won’t do a thing to help your families.
https://t.co/b4aq8SVVAB",False,,2016-05-03 19:36:48,,,False,1753,3081,"We don’t have time to waste on Trump's fake solutions that won’t do a thing to help your families.
",5.0158086,3.1173139,8.033334015880062,12.057593510448061,Social,negative,0.8922714591026306
HillaryClinton,"Donald Trump’s tax plan would give $3.2 trillion to millionaires &amp; billionaires.
Ted Cruz would give them even more.

We can't afford that.",False,,2016-05-03 19:32:52,,,False,1142,2524,"Donald Trump’s tax plan would give $3.2 trillion to millionaires &amp; billionaires.
Ted Cruz would give them even more.

We can't afford that.",10.172738,1.3510736,7.83399634170946,10.452544727981476,Opposition,negative,0.7333890795707703
HillaryClinton,"“What is the other side offering? Unfortunately, it’s the same old trickle-down economics that failed us before.” —Hillary",False,,2016-05-03 19:29:34,,,False,558,1215,"“What is the other side offering? Unfortunately, it’s the same old trickle-down economics that failed us before.” —Hillary",4.8894672,-2.5740063,7.103322062526113,8.232746310689073,Endorsement,negative,0.905716061592102
HillaryClinton,"“Drug abuse, alcohol abuse and suicide are all on the rise across Appalachia.” —Hillary

Her plan to address it: https://t.co/BE0OUgpvpV",False,,2016-05-03 19:26:00,,,False,460,800,"“Drug abuse, alcohol abuse and suicide are all on the rise across Appalachia.” —Hillary

Her plan to address it: ",3.2002127,6.0694885,6.68586094706836,7.719442629361642,Appreciation,negative,0.7702314257621765
HillaryClinton,Revitalizing Appalachia means investing in education and training—from pre-K to college to vocational and retraining programs.,False,,2016-05-03 19:21:49,,,False,514,1286,Revitalizing Appalachia means investing in education and training—from pre-K to college to vocational and retraining programs.,5.591879,-1.1985536,7.160069207596127,8.01040313265657,Security,neutral,0.5632620453834534
HillaryClinton,"“Having a good job is about so much more than getting a paycheck. 

It’s about dignity and a sense of purpose."" —Hillary",False,,2016-05-03 19:18:14,,,False,863,2064,"“Having a good job is about so much more than getting a paycheck. 

It’s about dignity and a sense of purpose."" —Hillary",4.1526165,-0.9040544,7.632885505395133,9.52073035377839,Security,positive,0.7229906320571899
HillaryClinton,We’ll create more good-paying jobs by investing in locally-driven projects and infrastructure improvements. https://t.co/nW2JqXGZT9,False,,2016-05-03 19:10:50,,,False,420,868,We’ll create more good-paying jobs by investing in locally-driven projects and infrastructure improvements. ,8.112208,-0.44713122,6.767343125265392,7.488872387218507,Endorsement,positive,0.9010685682296753
HillaryClinton,"“Even if people don’t vote for me in November, I’m going to be for them and for you every single day.” https://t.co/PpHOgsErpy",False,,2016-05-03 19:07:18,,,False,1219,3846,"“Even if people don’t vote for me in November, I’m going to be for them and for you every single day.” ",10.181955,1.3635671,8.255048902752295,10.682377023316139,Opposition,positive,0.49072006344795227
HillaryClinton,"“There’s no question that the workers of Appalachia made America more prosperous and secure, and that legacy should be honored.” —Hillary",False,,2016-05-03 19:02:15,,,False,475,1183,"“There’s no question that the workers of Appalachia made America more prosperous and secure, and that legacy should be honored.” —Hillary",10.08264,1.2523731,7.076653815443951,7.8024537535394245,Opposition,positive,0.9189318418502808
HillaryClinton,Watch live: Hillary’s speaking in Ohio on her plans to create jobs and grow our economy: https://t.co/GhQSsnQVdC https://t.co/vP08a4W0SR,False,,2016-05-03 18:55:33,,,False,430,941,Watch live: Hillary’s speaking in Ohio on her plans to create jobs and grow our economy:  ,10.840169,2.4515839,6.848005274576363,7.547842314287575,Opposition,neutral,0.6572551727294922
realDonaldTrump,"MAKE AMERICA GREAT AGAIN!
#INPrimary #VoteTrump 
https://t.co/TI27thMZEI",False,,2016-05-03 18:29:03,,,False,5114,13140,"MAKE AMERICA GREAT AGAIN!
#INPrimary #VoteTrump 
",10.070744,1.2420902,9.483492392643639,17.22874228021003,Opposition,positive,0.8581776022911072
HillaryClinton,Live in Indiana? Go vote: Hillary needs you. Text WHERE to 47246 to find your polling place. https://t.co/sZqWV6DCfn,False,,2016-05-03 16:57:56,,,False,979,1978,Live in Indiana? Go vote: Hillary needs you. Text WHERE to 47246 to find your polling place. ,6.6780686,3.9789307,7.590346945602565,9.929504202047006,Opposition,neutral,0.6610913276672363
